# Weather station Sofia (weather station), Bulgaria, WMO_ID=15614,selection from 16.01.2017 till 16.01.2018, all days
# Encoding: UTF-8
# The data are provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=15614&lang=en
#
"Local time in Sofia (weather station)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.06.2017 20:00";"14.3";"708.4";"759.7";"-0.6";"78";"Wind blowing from the west";"2";"";"";"60%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"13.7";"20.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"10.4";"5.0";"12";"";"";"";"";
"17.06.2017 17:00";"18.2";"709.0";"759.6";"-0.5";"60";"Wind blowing from the west";"3";"";"";"70 – 80%.";"Clouds generally dissolving or becoming less developed. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"14.8";"20.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"10.2";"";"";"";"";"";"";
"17.06.2017 14:00";"17.0";"709.5";"760.3";"-0.5";"76";"Wind blowing from the west";"2";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"14.8";"20.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"100%.";"1000-1500";"";"";"12.0";"12.8";"4.0";"6";"";"";"";"";
"17.06.2017 11:00";"17.6";"710.0";"760.7";"0.0";"83";"Wind blowing from the west";"2";"";"";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"14.8";"17.8";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"100%.";"1000-1500";"";"";"10.0";"14.6";"";"";"";"";"";"";
"17.06.2017 08:00";"14.8";"710.0";"761.2";"0.1";"89";"Wind blowing from the west";"3";"";"";"100%.";"Rain shower(s), moderate or heavy. ";"Shower(s).";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"13.0";"24.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"100%.";"1000-1500";"";"";"8.0";"13.0";"3.0";"12";"";"";"";"";
"17.06.2017 05:00";"14.4";"709.9";"761.2";"-0.2";"79";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"13.5";"24.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"10.7";"";"";"";"";"";"";
"17.06.2017 02:00";"14.4";"710.1";"761.4";"0.7";"91";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"14.2";"24.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"18.0";"13.0";"No precipitation";"6";"";"";"";"";
"16.06.2017 23:00";"19.4";"709.4";"759.7";"0.3";"67";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"19.2";"24.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"18.0";"13.1";"";"";"";"";"";"";
"16.06.2017 20:00";"24.0";"709.1";"758.7";"-0.6";"41";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"18.1";"25.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"18.0";"9.8";"No precipitation";"12";"";"";"";"";
"16.06.2017 17:00";"25.4";"709.7";"759.1";"-1.0";"42";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"18.1";"25.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"18.0";"11.5";"";"";"";"";"";"";
"16.06.2017 14:00";"23.6";"710.7";"760.4";"-0.7";"52";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"18.1";"24.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"15.0";"13.0";"No precipitation";"6";"";"";"";"";
"16.06.2017 11:00";"21.8";"711.4";"761.5";"-0.4";"63";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"18.1";"21.9";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"12.0";"14.5";"";"";"";"";"";"";
"16.06.2017 08:00";"18.1";"711.8";"762.6";"-0.1";"73";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"12.4";"21.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.1";"No precipitation";"12";"";"";"";"";
"16.06.2017 05:00";"12.6";"711.9";"763.7";"0.0";"88";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"12.4";"21.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"22.0";"10.7";"";"";"";"";"";"";
"16.06.2017 02:00";"14.6";"711.9";"763.3";"0.1";"77";"Wind blowing from the south-southeast";"2";"";"";"20–30%.";" ";"";"";"14.5";"21.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"22.0";"10.5";"No precipitation";"6";"";"";"";"";
"15.06.2017 23:00";"16.0";"711.8";"763.0";"0.7";"76";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"15.5";"21.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"22.0";"11.7";"";"";"";"";"";"";
"15.06.2017 20:00";"21.4";"711.1";"761.2";"0.0";"59";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"17.5";"25.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"12.9";"No precipitation";"12";"";"";"";"";
"15.06.2017 17:00";"25.0";"711.1";"760.6";"-0.6";"41";"Wind blowing from the west-northwest";"1";"";"";"50%.";" ";"";"";"17.5";"25.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"10.7";"";"";"";"";"";"";
"15.06.2017 14:00";"23.6";"711.7";"761.6";"0.0";"40";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"17.5";"24.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"9.2";"No precipitation";"6";"";"";"";"";
"15.06.2017 11:00";"21.6";"711.7";"761.9";"0.3";"45";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"17.5";"22.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"9.2";"";"";"";"";"";"";
"15.06.2017 08:00";"18.6";"711.4";"762.1";"0.5";"65";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"16.0";"23.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"11.9";"No precipitation";"12";"";"";"";"";
"15.06.2017 05:00";"16.2";"710.9";"762.0";"0.2";"74";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"16.0";"23.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"11.5";"";"";"";"";"";"";
"15.06.2017 02:00";"18.8";"710.7";"761.2";"0.4";"63";"Wind blowing from the west-northwest";"1";"";"";"20–30%.";" ";"";"";"18.7";"23.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"11.5";"No precipitation";"6";"";"";"";"";
"14.06.2017 23:00";"21.2";"710.3";"760.4";"1.0";"62";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"21.2";"23.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"13.6";"";"";"";"";"";"";
"14.06.2017 20:00";"23.2";"709.3";"758.9";"0.2";"60";"Wind blowing from the north-west";"2";"";"";"60%.";"Clouds generally dissolving or becoming less developed. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"22.4";"28.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"20.0";"15.0";"No precipitation";"12";"";"";"";"";
"14.06.2017 17:00";"24.4";"709.1";"758.5";"-0.2";"56";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";"Clouds generally forming or developing. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"22.4";"28.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"28.0";"15.0";"";"";"";"";"";"";
"14.06.2017 14:00";"26.2";"709.3";"758.5";"-0.3";"47";"Wind blowing from the north-northwest";"2";"";"";"50%.";" ";"";"";"22.4";"27.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"28.0";"14.1";"No precipitation";"6";"";"";"";"";
"14.06.2017 11:00";"24.8";"709.6";"759.0";"-0.1";"52";"Wind blowing from the west-southwest";"3";"";"";"40%.";" ";"";"";"22.4";"25.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"14.3";"";"";"";"";"";"";
"14.06.2017 08:00";"22.4";"709.7";"759.5";"0.5";"62";"Wind blowing from the north-northwest";"2";"";"";"20–30%.";" ";"";"";"15.6";"24.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"14.8";"No precipitation";"12";"";"";"";"";
"14.06.2017 05:00";"16.8";"709.2";"759.9";"0.0";"95";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"15.6";"24.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"18.0";"16.0";"";"";"";"";"";"";
"14.06.2017 02:00";"20.0";"709.2";"759.3";"0.0";"85";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.8";"24.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"17.3";"No precipitation";"6";"";"";"";"";
"13.06.2017 23:00";"21.0";"709.2";"759.1";"0.4";"77";"Wind blowing from the west-southwest";"1";"";"";"50%.";" ";"";"";"21.0";"24.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"16.7";"";"";"";"";"";"";
"13.06.2017 20:00";"24.6";"708.8";"758.2";"-0.2";"60";"Wind blowing from the west";"4";"";"";"60%.";" ";"";"";"18.2";"29.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"28.0";"16.3";"No precipitation";"12";"";"";"";"";
"13.06.2017 17:00";"28.0";"709.0";"757.9";"-0.6";"43";"Wind blowing from the west-northwest";"4";"";"";"40%.";" ";"";"";"18.2";"29.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"14.4";"";"";"";"";"";"";
"13.06.2017 14:00";"26.8";"709.6";"758.6";"-0.5";"50";"Wind blowing from the west-southwest";"2";"";"";"50%.";" ";"";"";"18.2";"27.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"25.0";"15.6";"No precipitation";"6";"";"";"";"";
"13.06.2017 11:00";"23.6";"710.1";"759.7";"-0.3";"59";"Wind blowing from the west-southwest";"2";"";"";"20–30%.";" ";"";"";"18.2";"24.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"15.1";"";"";"";"";"";"";
"13.06.2017 08:00";"18.2";"710.4";"761.0";"0.4";"76";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"11.7";"21.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"13.8";"No precipitation";"12";"";"";"";"";
"13.06.2017 05:00";"12.1";"710.0";"761.8";"-0.1";"92";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"11.7";"21.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"10.8";"";"";"";"";"";"";
"13.06.2017 02:00";"15.1";"710.1";"761.3";"0.0";"82";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"15.0";"21.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"12.1";"No precipitation";"6";"";"";"";"";
"12.06.2017 23:00";"17.6";"710.1";"760.9";"-0.1";"68";"Wind blowing from the south-southeast";"2";"";"";"40%.";" ";"";"";"17.1";"21.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"11.5";"";"";"";"";"";"";
"12.06.2017 20:00";"21.0";"710.2";"760.3";"-0.3";"64";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"16.0";"25.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"13.9";"No precipitation";"12";"";"";"";"";
"12.06.2017 17:00";"25.2";"710.5";"759.9";"-1.0";"51";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"16.0";"25.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"28.0";"14.4";"";"";"";"";"";"";
